Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,month,hour
2005-01-21,01.00.00,0.5,1053.0,5.6,795.0,53.0,786.0,41.0,1039.0,1143.0,6.8,56.4,0.5609,1,01
2005-01-21,02.00.00,0.3,1003.0,4.5,740.0,36.0,847.0,66.0,992.0,1048.0,6.7,57.4,0.5654,1,02
2005-01-21,03.00.00,0.4,1019.0,4.6,744.0,30.0,836.0,89.0,1000.0,1049.0,5.9,62.1,0.5806,1,03
2005-01-21,04.00.00,0.6,1071.0,5.9,808.0,47.0,757.0,150.0,1046.0,1172.0,5.4,65.9,0.5947,1,04
2005-01-21,05.00.00,0.7,1118.0,6.6,841.0,88.0,702.0,150.0,1056.0,1368.0,5.5,66.5,0.6054,1,05
2005-01-21,06.00.00,1.2,1206.0,9.2,948.0,135.0,628.0,127.0,1129.0,1540.0,5.9,65.8,0.6178,1,06
2005-01-21,07.00.00,1.4,1256.0,12.2,1056.0,280.0,582.0,120.0,1230.0,1575.0,6.4,63.9,0.6192,1,07
2005-01-21,08.00.00,1.3,1501.0,22.6,1367.0,313.0,465.0,123.0,1558.0,1856.0,7.2,62.2,0.6351,1,08
2005-01-21,09.00.00,1.4,1578.0,29.0,1527.0,205.0,419.0,115.0,1761.0,2086.0,7.9,60.0,0.6406,1,09
2005-01-21,10.00.00,1.0,1427.0,19.4,1280.0,180.0,500.0,122.0,1481.0,1948.0,8.3,58.5,0.6403,1,10
2005-01-21,11.00.00,1.0,1440.0,20.5,1311.0,197.0,482.0,111.0,1476.0,2022.0,9.3,54.5,0.6415,1,11
2005-01-21,12.00.00,1.1,1522.0,22.5,1365.0,172.0,464.0,119.0,1526.0,2104.0,10.2,53.1,0.6608,1,12
2005-01-21,13.00.00,1.3,1517.0,24.0,1403.0,184.0,451.0,137.0,1579.0,2195.0,11.1,51.4,0.679,1,13
2005-01-21,14.00.00,1.4,1300.0,13.9,1113.0,160.0,573.0,147.0,1291.0,1845.0,12.8,46.9,0.6919,1,14
2005-01-21,15.00.00,1.2,1401.0,16.8,1204.0,176.0,526.0,154.0,1401.0,1947.0,13.1,48.0,0.7181,1,15
2005-01-21,16.00.00,2.7,1551.0,20.2,1303.0,219.0,469.0,160.0,1520.0,2171.0,13.5,51.5,0.7929999999999999,1,16
2005-01-21,17.00.00,2.5,1411.0,16.4,1191.0,222.0,519.0,134.0,1426.0,1920.0,13.4,51.2,0.7808,1,17
2005-01-21,18.00.00,1.5,1434.0,18.0,1239.0,231.0,506.0,110.0,1458.0,1835.0,12.1,55.3,0.7777,1,18
2005-01-21,19.00.00,1.6,1489.0,20.3,1305.0,248.0,476.0,99.0,1547.0,1919.0,12.0,56.5,0.7924,1,19
2005-01-21,20.00.00,1.2,1835.0,38.1,1731.0,183.0,355.0,127.0,2083.0,2254.0,10.4,64.4,0.8123,1,20
2005-01-21,21.00.00,0.9,1804.0,35.7,1679.0,144.0,370.0,174.0,2005.0,2210.0,9.4,69.1,0.815,1,21
2005-01-21,22.00.00,0.6,1579.0,21.8,1345.0,132.0,459.0,127.0,1608.0,1961.0,8.9,71.0,0.8115,1,22
2005-01-21,23.00.00,0.5,1508.0,18.2,1246.0,180.0,496.0,81.0,1498.0,1791.0,8.1,73.8,0.7968,1,23
2005-01-22,00.00.00,0.4,1535.0,20.1,1300.0,280.0,483.0,70.0,1524.0,1725.0,7.3,76.8,0.7904,1,00
2005-01-22,01.00.00,0.5,1395.0,14.4,1131.0,167.0,552.0,49.0,1362.0,1553.0,7.3,76.7,0.7862,1,01
2005-01-22,02.00.00,1.1,1392.0,15.1,1153.0,102.0,542.0,44.0,1395.0,1506.0,7.1,77.3,0.7826,1,02
2005-01-22,03.00.00,4.0,1326.0,13.1,1087.0,92.0,571.0,107.0,1333.0,1398.0,6.7,78.7,0.7779,1,03
2005-01-22,04.00.00,5.0,1297.0,11.5,1032.0,63.0,605.0,141.0,1297.0,1300.0,7.0,77.8,0.7848,1,04
2005-01-22,05.00.00,3.9,1331.0,13.7,1106.0,59.0,568.0,121.0,1322.0,1383.0,5.7,80.5,0.7416,1,05
2005-01-22,06.00.00,3.1,1288.0,11.6,1036.0,163.0,590.0,103.0,1242.0,1413.0,5.2,81.4,0.7276,1,06
2005-01-22,07.00.00,2.4,1322.0,13.2,1091.0,227.0,565.0,102.0,1307.0,1471.0,5.6,80.4,0.7349,1,07
2005-01-22,08.00.00,2.4,1390.0,15.6,1167.0,183.0,522.0,95.0,1392.0,1619.0,6.3,78.8,0.7544,1,08
2005-01-22,09.00.00,2.1,1443.0,16.9,1207.0,145.0,502.0,93.0,1431.0,1673.0,6.9,76.9,0.7682,1,09
2005-01-22,10.00.00,2.2,1496.0,18.5,1254.0,150.0,484.0,95.0,1472.0,1881.0,9.2,67.7,0.79,1,10
2005-01-22,11.00.00,0.8466472675849201,1439.0,16.6,1198.0,138.0,502.0,80.0,1426.0,1877.0,11.6,59.8,0.8152,1,11
2005-01-22,12.00.00,0.6734344961739993,1432.0,15.0,1150.0,134.0,527.0,81.0,1393.0,1818.0,14.0,52.0,0.8288,1,12
2005-01-22,13.00.00,4.620530808261302,1398.0,15.0,1149.0,137.0,535.0,106.0,1417.0,1699.0,15.0,50.2,0.8495,1,13
2005-01-22,14.00.00,1.6547010861117473,1380.0,16.9,1206.0,112.0,515.0,113.0,1500.0,1677.0,14.9,49.9,0.8394,1,14
2005-01-22,15.00.00,1.3681365370763814,1022.0,7.0,857.0,112.0,770.0,117.0,1068.0,1088.0,15.8,33.8,0.6034,1,15
2005-01-22,16.00.00,1.1220314922536643,973.0,5.9,806.0,149.0,851.0,124.0,994.0,926.0,15.4,29.3,0.5068,1,16
2005-01-22,17.00.00,0.7468665545763806,951.0,7.1,862.0,159.0,823.0,122.0,972.0,961.0,14.4,25.7,0.4193,1,17
2005-01-22,18.00.00,0.5716341529148454,987.0,8.6,925.0,161.0,776.0,87.0,1016.0,1066.0,13.4,27.2,0.4157,1,18
2005-01-22,19.00.00,0.8241712403019454,1100.0,12.2,1057.0,171.0,687.0,79.0,1126.0,1241.0,12.2,28.7,0.4077,1,19
2005-01-22,20.00.00,0.6443931255948552,1064.0,12.6,1072.0,167.0,704.0,93.0,1103.0,1220.0,11.3,25.7,0.3422,1,20
2005-01-22,21.00.00,0.7689685558973058,1316.0,21.1,1327.0,116.0,549.0,102.0,1328.0,1613.0,9.7,31.9,0.3848,1,21
2005-01-22,22.00.00,1.352656540601171,1262.0,16.9,1208.0,105.0,587.0,86.0,1219.0,1577.0,8.4,36.5,0.4035,1,22
2005-01-22,23.00.00,0.31746664207905106,1259.0,15.1,1152.0,125.0,610.0,77.0,1165.0,1569.0,8.2,36.8,0.4016,1,23
2005-01-23,00.00.00,0.4280702672573875,1166.0,10.1,981.0,140.0,697.0,88.0,993.0,1445.0,8.0,36.0,0.3872,1,00
2005-01-23,01.00.00,0.6332334049455257,1066.0,7.5,880.0,109.0,784.0,64.0,946.0,1240.0,7.0,39.9,0.4006,1,01
2005-01-23,02.00.00,1.7055606276842799,1051.0,7.6,883.0,99.0,783.0,46.0,978.0,1169.0,5.7,44.3,0.4093,1,02
2005-01-23,03.00.00,1.0803152085432934,992.0,5.9,808.0,120.0,849.0,55.0,926.0,1052.0,4.7,46.6,0.4025,1,03
2005-01-23,04.00.00,0.559215837136557,969.0,5.5,788.0,83.0,854.0,84.0,938.0,1006.0,4.2,50.8,0.4234,1,04
2005-01-23,05.00.00,0.7334013334638596,862.0,2.3,609.0,60.0,1101.0,89.0,810.0,757.0,4.6,45.1,0.3861,1,05
2005-01-23,06.00.00,2.551743120564681,859.0,2.0,581.0,75.0,1112.0,118.0,829.0,753.0,2.7,53.3,0.4006,1,06
2005-01-23,07.00.00,2.5671403729268216,849.0,1.6,552.0,127.0,1165.0,113.0,812.0,737.0,3.1,51.0,0.3947,1,07
2005-01-23,08.00.00,2.8801275947105776,879.0,2.1,594.0,134.0,1119.0,115.0,839.0,792.0,2.5,54.1,0.4017,1,08
2005-01-23,09.00.00,2.270362951817002,956.0,4.4,735.0,192.0,915.0,124.0,942.0,945.0,3.1,53.5,0.4123,1,09
2005-01-23,10.00.00,2.2815982873580958,1039.0,6.4,828.0,166.0,791.0,86.0,987.0,1115.0,5.0,47.5,0.418,1,10
2005-01-23,11.00.00,2.5538937389890606,1066.0,7.3,871.0,171.0,775.0,87.0,996.0,1131.0,5.8,43.4,0.4032,1,11
2005-01-23,12.00.00,2.8201363428324115,1124.0,8.7,927.0,177.0,722.0,100.0,1047.0,1242.0,7.1,42.8,0.4327,1,12
2005-01-23,13.00.00,3.1540405691006304,1160.0,9.2,948.0,119.0,712.0,132.0,1072.0,1289.0,7.9,41.6,0.4459,1,13
2005-01-23,14.00.00,3.58228582565078,1110.0,7.9,896.0,121.0,737.0,156.0,1040.0,1276.0,8.1,41.2,0.44799999999999995,1,14
2005-01-23,15.00.00,5.283511891417422,1138.0,9.0,940.0,142.0,706.0,138.0,1088.0,1359.0,8.3,41.3,0.4533,1,15
2005-01-23,16.00.00,3.1537779493136524,1095.0,7.0,857.0,197.0,756.0,181.0,1075.0,1020.0,8.9,49.1,0.5629,1,16
2005-01-23,17.00.00,2.1011464892335114,1045.0,3.7,694.0,242.0,911.0,187.0,1025.0,805.0,7.1,66.0,0.6678,1,17
2005-01-23,18.00.00,3.228583390965579,1078.0,4.3,727.0,190.0,849.0,158.0,1057.0,857.0,5.7,75.1,0.6942,1,18
2005-01-23,19.00.00,2.318267647625617,1169.0,6.8,846.0,367.0,767.0,153.0,1157.0,942.0,5.4,77.6,0.7031,1,19
2005-01-23,20.00.00,1.7108170016121713,1174.0,8.7,926.0,355.0,674.0,128.0,1220.0,1020.0,5.4,78.2,0.7074,1,20
2005-01-23,21.00.00,1.5636245775266717,1075.0,4.7,749.0,235.0,827.0,93.0,1050.0,899.0,7.3,68.1,0.6979,1,21
2005-01-23,22.00.00,1.2635625812105578,1044.0,3.5,685.0,233.0,903.0,58.0,1042.0,860.0,5.8,74.4,0.6924,1,22
2005-01-23,23.00.00,1.3303080454566865,1110.0,5.4,782.0,170.0,798.0,55.0,1101.0,954.0,6.2,72.3,0.6887,1,23
2005-01-24,00.00.00,0.9336910311610023,1086.0,4.4,733.0,117.0,848.0,51.0,1064.0,883.0,5.9,72.7,0.6791,1,00
2005-01-24,01.00.00,0.8622413792940797,1092.0,6.0,811.0,70.0,773.0,43.0,1129.0,966.0,5.0,76.5,0.6728,1,01
2005-01-24,02.00.00,1.172364061856115,1127.0,7.6,884.0,69.0,704.0,53.0,1173.0,983.0,4.0,80.4,0.6629999999999999,1,02
2005-01-24,03.00.00,0.993536563631225,881.0,1.9,578.0,62.0,1017.0,93.0,876.0,607.0,5.8,59.0,0.5493,1,03
2005-01-24,04.00.00,1.2141849191127703,831.0,1.0,498.0,52.0,1237.0,155.0,855.0,443.0,5.8,59.5,0.5519,1,04
2005-01-24,05.00.00,1.9155301051933562,791.0,0.6,459.0,77.0,1421.0,174.0,809.0,390.0,6.6,51.3,0.5026,1,05
2005-01-24,06.00.00,2.0861660832059923,836.0,1.2,520.0,182.0,1296.0,187.0,832.0,479.0,7.0,47.2,0.4745,1,06
2005-01-24,07.00.00,1.862156934840797,907.0,2.9,644.0,594.0,1028.0,190.0,902.0,732.0,6.6,47.9,0.4686,1,07
2005-01-24,08.00.00,1.929870171911027,1174.0,11.1,1018.0,586.0,688.0,179.0,1210.0,1149.0,7.2,49.8,0.5061,1,08
2005-01-24,09.00.00,1.5565267407760373,1094.0,9.7,967.0,523.0,682.0,175.0,1147.0,1136.0,6.9,52.8,0.5293,1,09
2005-01-24,10.00.00,1.333433936221697,992.0,5.7,800.0,472.0,797.0,156.0,1007.0,934.0,8.7,46.7,0.5249,1,10
2005-01-24,11.00.00,2.196547026378423,955.0,5.4,783.0,353.0,844.0,168.0,976.0,845.0,10.0,40.6,0.4971,1,11
2005-01-24,12.00.00,2.3736604054438994,959.0,5.1,771.0,293.0,852.0,34.20259918137811,975.0,808.0,11.8,35.4,0.4877,1,12
2005-01-24,13.00.00,2.289859918542947,981.0,5.8,804.0,235.0,829.0,39.03579211758753,997.0,783.0,10.7,37.2,0.4788,1,13
2005-01-24,14.00.00,2.226609876805304,947.0,5.6,791.0,265.0,825.0,108.79155260081264,963.0,785.0,10.9,34.9,0.456,1,14
2005-01-24,15.00.00,2.9413919043882437,1023.0,8.0,898.0,19.171358139570508,759.0,89.53643121677753,1034.0,899.0,10.7,33.1,0.4256,1,15
2005-01-24,16.00.00,2.5448858191021757,1009.0,7.1,860.0,48.70538686599409,787.0,107.5227826848419,993.0,922.0,10.6,34.2,0.4375,1,16
2005-01-24,17.00.00,1.467128178516667,1007.0,7.6,884.0,273.09044735346254,780.0,81.05796521766126,1014.0,951.0,8.9,38.1,0.4341,1,17
2005-01-24,18.00.00,1.8487523658457108,1054.0,10.4,992.0,130.70565164785165,715.0,59.00022086737585,1092.0,1051.0,7.8,39.7,0.4206,1,18
2005-01-24,19.00.00,1.781157475652797,1018.0,8.9,934.0,183.2520681515963,740.0,69.41398002846475,1014.0,967.0,7.3,42.2,0.4341,1,19
2005-01-24,20.00.00,1.153255127754568,976.0,7.3,870.0,103.71699064707305,795.0,79.81371463701025,971.0,861.0,6.9,42.5,0.4257,1,20
2005-01-24,21.00.00,0.6749449453683725,872.0,3.6,689.0,84.4717410352645,970.0,48.25618526417469,866.0,631.0,6.6,43.2,0.4247,1,21
2005-01-24,22.00.00,0.6636212297713582,805.0,1.7,559.0,75.1220972013613,1183.0,68.8023170029657,781.0,466.0,6.4,41.7,0.4034,1,22
2005-01-24,23.00.00,0.3880235737011293,800.0,1.5,541.0,95.58103951579193,1250.0,86.80475215854891,779.0,407.0,6.1,42.6,0.4041,1,23
2005-01-25,00.00.00,0.3973413989571537,785.0,1.0,504.0,81.81552000300982,1306.0,20.28342985841322,760.0,387.0,5.9,41.8,0.3928,1,00
2005-01-25,01.00.00,0.9299065505519915,757.0,0.6,459.0,52.75920142893291,1447.0,37.79862164624967,735.0,337.0,5.7,41.5,0.3836,1,01
2005-01-25,02.00.00,1.5186747463556305,751.0,0.4,424.0,60.40797526545316,1583.0,53.35598261376987,726.0,303.0,5.5,42.4,0.3867,1,02
2005-01-25,03.00.00,2.938558376199687,766.0,0.3,412.0,7.232208068449805,1651.0,41.79069691638494,763.0,295.0,4.5,52.0,0.4436,1,03
2005-01-25,04.00.00,5.027215568345625,759.0,0.2,399.0,35.40008674495366,1696.0,51.4495272763125,749.0,288.0,4.3,51.6,0.4323,1,04
2005-01-25,05.00.00,3.764786729619851,758.0,0.2,388.0,35.0839537487245,1785.0,82.65853294617119,765.0,274.0,3.7,56.3,0.45299999999999996,1,05
2005-01-25,06.00.00,0.5974251340443741,761.0,0.1,383.0,84.93848228537192,1745.0,104.70031430337978,787.0,289.0,3.3,58.1,0.4559,1,06
2005-01-25,07.00.00,0.8779267188954223,762.0,0.4,434.0,35.29802714424893,1556.0,53.479636889804546,763.0,318.0,3.9,47.3,0.3862,1,07
2005-01-25,08.00.00,0.5073074312835695,869.0,2.9,646.0,103.50999450491182,1068.0,73.30024810945086,876.0,476.0,4.3,45.9,0.3843,1,08
2005-01-25,09.00.00,1.9366156968959225,938.0,5.4,785.0,155.2529770218625,853.0,52.723096960836756,969.0,704.0,4.2,50.1,0.4168,1,09
2005-01-25,10.00.00,2.4842783789419993,951.0,5.1,769.0,30.19762180089266,856.0,76.91849198250522,1000.0,735.0,3.4,62.7,0.4943,1,10
2005-01-25,11.00.00,2.550068639235302,892.0,3.8,702.0,42.44305289363373,935.0,75.20085217138325,924.0,735.0,5.0,51.4,0.4534,1,11
2005-01-25,12.00.00,1.8830401222876136,876.0,3.9,703.0,-0.36799475695112704,968.0,81.04574150543655,892.0,653.0,5.7,44.1,0.4063,1,12
2005-01-25,13.00.00,2.3327647053608147,872.0,3.6,686.0,25.200806565488215,972.0,119.0211622256102,880.0,603.0,5.2,44.5,0.3968,1,13
2005-01-25,14.00.00,2.593485192147012,893.0,4.2,722.0,16.958227191796603,932.0,119.07329516988727,917.0,645.0,4.7,48.6,0.4194,1,14
2005-01-25,15.00.00,2.769677203746692,879.0,3.6,687.0,26.49645050049688,980.0,117.7971548730195,914.0,564.0,4.5,51.0,0.4327,1,15
2005-01-25,16.00.00,3.7565531122451117,896.0,3.6,689.0,129.73021358726282,966.0,117.02937452834666,909.0,614.0,5.1,50.1,0.4432,1,16
2005-01-25,17.00.00,2.910811773394795,909.0,3.9,706.0,147.84649613140292,928.0,115.44833051573336,923.0,658.0,5.0,50.4,0.44299999999999995,1,17
2005-01-25,18.00.00,1.9736681303137042,958.0,4.9,758.0,169.97993445912368,858.0,115.33467186300732,985.0,719.0,4.3,56.4,0.4721,1,18
2005-01-25,19.00.00,1.5652326339646527,984.0,5.8,803.0,118.21762482715273,813.0,121.80533709017477,1012.0,772.0,4.3,56.7,0.47600000000000003,1,19
2005-01-25,20.00.00,1.1203773748623211,991.0,6.1,814.0,102.94731011426414,790.0,137.19470365577737,1040.0,812.0,4.3,57.0,0.4771,1,20
2005-01-25,21.00.00,0.7940163282510424,881.0,2.8,638.0,111.29615898852808,990.0,140.58124143715463,910.0,583.0,3.5,60.3,0.4782,1,21
2005-01-25,22.00.00,0.6188947128946785,853.0,2.4,616.0,139.87843550873163,1071.0,135.59425605475485,870.0,491.0,4.1,52.5,0.4351,1,22
2005-01-25,23.00.00,0.5779282832569861,804.0,1.5,546.0,284.9698395138762,1194.0,127.7863599720112,796.0,400.0,3.9,50.6,0.4127,1,23
2005-01-26,00.00.00,0.4739055265794516,788.0,1.1,514.0,289.5712387875881,1285.0,111.23485219134719,771.0,354.0,3.9,47.7,0.3901,1,00
2005-01-26,01.00.00,0.7802374920098285,788.0,0.9,487.0,363.034152158806,1346.0,111.7714393679568,769.0,329.0,4.0,47.8,0.3939,1,01
2005-01-26,02.00.00,1.8000014534087962,763.0,0.4,428.0,227.52188835798057,1532.0,108.26308880101128,757.0,296.0,3.9,50.9,0.4144,1,02
2005-01-26,03.00.00,4.277829683835025,771.0,0.3,410.0,118.69028184157332,1622.0,90.97008347192762,765.0,283.0,3.0,57.7,0.4423,1,03
2005-01-26,4.00.00,4.389033167660399,747.0,0.2,390.0,77.99207268730517,1775.0,82.00753926934443,738.0,266.0,3.3,52.8,0.4137,1,4
2005-01-26,05.00.00,1.199669699879789,744.0,0.1,383.0,49.84712715915994,1881.0,74.11779074824682,720.0,253.0,2.7,53.9,0.4062,1,05
2005-01-26,06.00.00,0.6990282614099266,774.0,0.5,441.0,90.23451806939936,1646.0,75.4455675606966,760.0,282.0,2.8,54.4,0.41100000000000003,1,06
2005-01-26,07.00.00,0.9852715548086275,800.0,0.9,492.0,25.276471514023125,1310.0,65.83101790981897,783.0,353.0,3.6,49.0,0.3915,1,07
2005-01-26,08.00.00,1.1561696607903054,896.0,3.3,668.0,8.049951709941029,1043.0,61.22498499324132,887.0,519.0,3.3,50.2,0.3934,1,08
2005-01-26,09.00.00,1.7971461817538823,913.0,4.4,733.0,30.375557630179625,902.0,77.55823544715761,901.0,681.0,3.5,47.5,0.3778,1,09
2005-01-26,10.00.00,1.934249063253207,871.0,2.8,638.0,43.22343599929513,1022.0,76.41801679147697,860.0,583.0,4.3,49.4,0.4136,1,10
2005-01-26,11.00.00,1.6287449632912296,872.0,3.2,662.0,24.985863022757453,1007.0,84.50005704409796,874.0,628.0,4.5,48.4,0.4131,1,11
2005-01-26,12.00.00,2.0651746903485395,858.0,2.7,634.0,69.13557255486317,1053.0,99.71114972703555,868.0,566.0,4.3,50.0,0.4199,1,12
2005-01-26,13.00.00,1.3282709481239343,876.0,3.5,683.0,76.9261428566605,993.0,106.63199021661609,894.0,572.0,4.3,49.7,0.4166,1,13
2005-01-26,14.00.00,1.102252253308283,900.0,4.8,751.0,83.21688142630164,891.0,104.77955335309173,913.0,637.0,4.9,45.3,0.3955,1,14
2005-01-26,15.00.00,1.5812373855423707,864.0,3.4,678.0,115.41759671900618,987.0,105.63426540522411,866.0,579.0,5.6,42.4,0.3884,1,15
2005-01-26,16.00.00,0.8800908426616314,902.0,4.2,721.0,112.787096263332,924.0,95.76136219229535,900.0,666.0,5.7,43.1,0.3984,1,16
2005-01-26,17.00.00,1.1103808490106841,916.0,4.2,720.0,96.22828738228695,912.0,88.546150178233,922.0,707.0,4.8,49.7,0.4305,1,17
2005-01-26,18.00.00,1.2029133652961337,1004.0,8.5,918.0,114.94730111721383,752.0,104.20632460248703,1033.0,990.0,5.1,43.0,0.3821,1,18
2005-01-26,19.00.00,1.159601466402288,1024.0,9.2,945.0,34.0087804761026,729.0,107.47484505784576,1073.0,1026.0,5.3,44.4,0.397,1,19
2005-01-26,20.00.00,1.3073845904909747,1011.0,7.6,884.0,19.589844764066473,763.0,112.74672977534884,1048.0,910.0,4.9,47.9,0.418,1,20
2005-01-26,21.00.00,1.7923829704523384,1006.0,6.2,822.0,90.59274850797381,794.0,110.51223281821521,1025.0,897.0,4.7,50.8,0.4398,1,21
2005-01-26,22.00.00,1.891925269914228,913.0,2.9,645.0,154.47533095899422,966.0,117.18667100467925,922.0,651.0,4.6,54.8,0.4704,1,22
2005-01-26,23.00.00,1.3258720301635911,905.0,2.5,620.0,162.33715843477142,986.0,112.0669125628759,904.0,598.0,4.0,56.8,0.4688,1,23
2005-01-27,00.00.00,1.8943499147136094,872.0,2.6,628.0,108.25615224924466,1009.0,89.58012151133282,857.0,560.0,4.2,46.8,0.39,1,00
2005-01-27,01.00.00,2.531989803836315,843.0,2.2,597.0,156.99625228021242,1059.0,96.95994581144328,808.0,527.0,4.5,42.0,0.3571,1,01
2005-01-27,02.00.00,1.441340961492101,863.0,2.5,622.0,145.83278080248084,1025.0,100.52732878897439,826.0,574.0,4.1,42.1,0.3487,1,02
2005-01-27,03.00.00,1.2683370458523366,791.0,0.8,480.0,56.65758589635009,1259.0,82.0058041417776,738.0,422.0,4.5,39.7,0.3379,1,03
2005-01-27,04.00.00,1.190190799766319,769.0,0.3,412.0,70.00807953570066,1481.0,55.4308230919409,727.0,326.0,4.4,42.2,0.3571,1,04
2005-01-27,05.00.00,1.1250300356228213,778.0,0.3,417.0,90.41872775965723,1531.0,54.30763282082515,745.0,312.0,4.1,45.9,0.3804,1,05
2005-01-27,06.00.00,0.7554216133648417,801.0,0.7,470.0,162.83744285534542,1313.0,39.57045942095348,762.0,382.0,4.3,42.5,0.3556,1,06
2005-01-27,07.00.00,0.5557862561486435,827.0,1.4,533.0,75.56437784577997,1198.0,38.22283528473133,775.0,488.0,4.6,38.1,0.3267,1,07
2005-01-27,08.00.00,0.6239428806402609,1038.0,6.6,837.0,17.96754873493069,822.0,64.33799995020361,972.0,915.0,4.6,39.4,0.3367,1,08
2005-01-27,09.00.00,0.67424897315323,1040.0,8.4,917.0,-5.465320747812332,739.0,83.99803334944876,1038.0,1021.0,4.8,41.9,0.3634,1,09
2005-01-27,10.00.00,0.7703631852687101,980.0,5.5,790.0,37.86130652081187,839.0,97.9687798640223,934.0,897.0,5.9,40.2,0.376,1,10
2005-01-27,11.00.00,1.069341291250668,912.0,3.5,683.0,61.005932719997396,961.0,104.51841436041852,872.0,699.0,7.0,38.4,0.3861,1,11
2005-01-27,12.00.00,1.7004532995468695,887.0,3.0,649.0,70.22786281977866,1009.0,114.76364392434502,854.0,588.0,6.6,40.2,0.3944,1,12
2005-01-27,13.00.00,1.777249369740126,922.0,4.1,716.0,127.86887074235605,930.0,49.71881293523014,893.0,643.0,6.6,41.2,0.4046,1,13
2005-01-27,14.00.00,1.326673795726537,928.0,4.7,748.0,157.19775609846778,900.0,29.89504893870663,900.0,685.0,7.3,36.8,0.3779,1,14
2005-01-27,15.00.00,0.8476292143378459,921.0,4.5,736.0,246.28719866516272,921.0,64.28611636020358,881.0,673.0,7.3,35.0,0.3584,1,15
2005-01-27,16.00.00,0.858283187724109,905.0,4.7,747.0,-22.217175746804116,924.0,66.12046197341998,850.0,691.0,7.0,33.5,0.3367,1,16
2005-01-27,17.00.00,1.6313580951766942,906.0,5.1,769.0,-34.81629724248275,913.0,68.37311814418634,865.0,726.0,6.5,32.4,0.3155,1,17
2005-01-27,18.00.00,1.6901806322886839,981.0,7.7,886.0,63.41217069198834,819.0,56.01016707378685,928.0,912.0,5.7,33.9,0.3131,1,18
2005-01-27,19.00.00,1.8142375338796883,1053.0,10.3,987.0,77.46849113137026,750.0,42.695119116697036,1025.0,1048.0,5.0,36.1,0.3178,1,19
2005-01-27,20.00.00,1.9417377605781785,1086.0,11.5,1032.0,91.16634630104264,717.0,59.80904053675684,1049.0,1136.0,4.7,38.3,0.3306,1,20
2005-01-27,21.00.00,2.944139426527995,967.0,6.0,811.0,66.37012438443877,863.0,117.51078472575588,911.0,909.0,4.5,39.9,0.33899999999999997,1,21
2005-01-27,22.00.00,2.1136780009752214,902.0,3.6,689.0,84.42816621653093,995.0,122.73180932071404,838.0,719.0,4.3,41.1,0.3451,1,22
2005-01-27,23.00.00,2.0093305284820135,916.0,4.3,725.0,27.589648766082217,953.0,127.38480439731492,855.0,746.0,4.0,43.1,0.3551,1,23
2005-01-28,00.00.00,1.6187085418589087,895.0,3.4,677.0,59.00055431916919,999.0,121.95534439572982,827.0,700.0,3.7,46.0,0.3701,1,00
2005-01-28,01.00.00,2.1296390301850336,866.0,2.4,613.0,58.25467272686554,1075.0,128.22054722361656,810.0,579.0,3.3,47.4,0.3716,1,01
2005-01-28,02.00.00,1.5861576173858416,861.0,2.0,585.0,63.25560399643565,1120.0,131.63751955404058,807.0,553.0,3.0,49.1,0.3774,1,02
2005-01-28,03.00.00,0.9320654950853733,845.0,1.4,534.0,84.96941000612006,1146.0,133.6607219994761,781.0,519.0,3.5,48.0,0.3822,1,03
2005-01-28,04.00.00,0.7298397621057453,849.0,1.2,522.0,129.02869673975005,1158.0,134.7203401063765,779.0,467.0,3.6,48.0,0.3835,1,04
2005-01-28,05.00.00,0.4348225470796485,818.0,0.9,486.0,115.59885224045259,1282.0,131.20910218594238,781.0,422.0,4.0,47.8,0.3919,1,05
2005-01-28,06.00.00,0.5499135762754925,864.0,1.6,554.0,110.95610081275866,1159.0,121.01058674923081,819.0,545.0,4.1,48.1,0.3975,1,06
2005-01-28,07.00.00,0.5654138368550683,856.0,1.7,559.0,145.26560369072573,1138.0,117.29521645025098,810.0,556.0,4.1,47.4,0.3926,1,07
2005-01-28,08.00.00,1.519876346736707,1024.0,6.2,823.0,121.975347034679,827.0,93.21646296247266,992.0,879.0,4.2,48.7,0.4073,1,08
2005-01-28,09.00.00,3.31128889468047,1050.0,8.2,909.0,75.18076778340767,742.0,78.48142343323435,1055.0,993.0,4.1,49.8,0.4117,1,09
2005-01-28,10.00.00,3.5297882683106017,984.0,6.4,832.0,91.14684400625409,822.0,69.29904702383794,966.0,892.0,4.3,48.4,0.4043,1,10
2005-01-28,11.00.00,1.6674382314600975,990.0,5.9,808.0,108.7432560937626,838.0,61.65396665560171,975.0,901.0,4.6,49.7,0.4271,1,11
2005-01-28,12.00.00,1.338466032421155,970.0,5.7,798.0,47.66838867331239,842.0,56.990088182372645,941.0,874.0,4.5,49.6,0.42100000000000004,1,12
2005-01-28,13.00.00,1.497292025215287,943.0,5.3,781.0,16.425031789519807,871.0,69.19435652936531,925.0,722.0,4.4,48.4,0.4087,1,13
2005-01-28,14.00.00,2.1172562104944257,994.0,7.3,871.0,4.396173976564928,793.0,98.55295604860957,997.0,836.0,4.7,47.2,0.4075,1,14
